epoch,iter,global_step,loss,attn,box,ctr,lm,box_w,iou_p70,iou_p80,iou_p90,iou_05,iou_size,pos_mean,neg_mean,p_cur,sec_per_iter,imgs_per_sec,eta_epoch_min,eta_total_min
1,352,352,0.887039,0.551624,1.065414,0.0,0.0,0.5,0.157937,0.222907,0.37539,0.360411,0.504425,0.424368,0.058442,0.7,0.221656,4.51,315.9,4.44
1,353,353,0.854043,0.510421,1.051369,0.0,0.0,0.5,0.158679,0.222907,0.40291,0.418605,0.526946,0.461868,0.063897,0.7,0.22205,4.5,316.46,4.43
1,354,354,0.859082,0.517605,1.053887,0.0,0.0,0.5,0.159423,0.227565,0.397825,0.398489,0.554878,0.448917,0.061621,0.7,0.222392,4.5,316.94,4.43
1,355,355,0.859108,0.517572,1.052291,0.0,0.0,0.5,0.159423,0.225232,0.401636,0.430918,0.550152,0.449484,0.061385,0.7,0.222709,4.49,317.39,4.42
1,356,356,0.854179,0.51042,1.052081,0.0,0.0,0.5,0.160167,0.228735,0.394035,0.427613,0.559633,0.454975,0.062511,0.7,0.222545,4.49,317.15,4.42
1,357,357,0.910586,0.571279,1.078544,0.0,0.0,0.5,0.160726,0.231081,0.386517,0.314651,0.564417,0.393968,0.05423,0.7,0.222393,4.5,316.93,4.41
1,358,358,0.885634,0.545238,1.06641,0.0,0.0,0.5,0.159981,0.228735,0.390893,0.333007,0.559633,0.421938,0.058174,0.7,0.222281,4.5,316.77,4.41
1,359,359,0.860334,0.513302,1.061233,0.0,0.0,0.5,0.160726,0.227565,0.373553,0.411821,0.522388,0.459712,0.065815,0.7,0.222181,4.5,316.62,4.4
1,360,360,0.902846,0.561238,1.081444,0.0,0.0,0.5,0.160726,0.233437,0.371111,0.323902,0.536145,0.408072,0.058339,0.7,0.222069,4.5,316.46,4.39
1,361,361,0.882334,0.535806,1.07488,0.0,0.0,0.5,0.160726,0.233437,0.383408,0.351013,0.536145,0.43224,0.062593,0.7,0.221958,4.51,316.3,4.39
1,362,362,0.885529,0.537385,1.079683,0.0,0.0,0.5,0.160726,0.231081,0.38964,0.338192,0.550152,0.428364,0.062945,0.7,0.221875,4.51,316.18,4.38
1,363,363,0.843647,0.484181,1.066341,0.0,0.0,0.5,0.161472,0.229907,0.400363,0.434619,0.569231,0.481615,0.072223,0.7,0.221773,4.51,316.03,4.38
1,364,364,0.837198,0.469188,1.068432,0.0,0.0,0.5,0.161472,0.233142,0.40291,0.450782,0.559633,0.500797,0.077258,0.7,0.221712,4.51,315.94,4.37
1,365,365,0.910924,0.551518,1.104372,0.0,0.0,0.5,0.160726,0.231964,0.404827,0.274882,0.504425,0.412258,0.065137,0.7,0.221632,4.51,315.82,4.36
1,366,366,0.917718,0.562529,1.104364,0.0,0.0,0.5,0.161099,0.229614,0.407391,0.27109,0.508876,0.404941,0.063218,0.7,0.221606,4.51,315.78,4.36
1,367,367,0.850163,0.476188,1.073882,0.0,0.0,0.5,0.160726,0.231964,0.403549,0.432718,0.478261,0.500064,0.078247,0.7,0.221525,4.51,315.66,4.35
1,368,368,0.904722,0.548051,1.101394,0.0,0.0,0.5,0.161472,0.231964,0.411253,0.307838,0.5,0.415762,0.065413,0.7,0.221487,4.52,315.6,4.35
1,369,369,0.847463,0.477162,1.072334,0.0,0.0,0.5,0.161472,0.233142,0.408676,0.420018,0.495601,0.49323,0.076448,0.7,0.221454,4.52,315.55,4.34
1,370,370,0.839665,0.471457,1.067347,0.0,0.0,0.5,0.161472,0.234323,0.40291,0.450782,0.526946,0.498206,0.076457,0.7,0.221421,4.52,315.5,4.34
1,371,371,0.843405,0.481151,1.066269,0.0,0.0,0.5,0.161472,0.232258,0.395928,0.427625,0.545455,0.485895,0.073373,0.7,0.221401,4.52,315.47,4.33
1,372,372,0.845581,0.484798,1.066056,0.0,0.0,0.5,0.161472,0.232258,0.393406,0.417854,0.564417,0.482061,0.07239,0.7,0.221372,4.52,315.42,4.33
1,373,373,0.850204,0.495008,1.06661,0.0,0.0,0.5,0.161472,0.232258,0.395928,0.401157,0.564417,0.470255,0.069917,0.7,0.221384,4.52,315.44,4.32
1,374,374,0.830153,0.470601,1.054924,0.0,0.0,0.5,0.161472,0.231081,0.380931,0.446139,0.574074,0.499439,0.073506,0.7,0.221363,4.52,315.4,4.31
1,375,375,0.834931,0.479451,1.054998,0.0,0.0,0.5,0.161472,0.226397,0.384029,0.4347,0.574074,0.491008,0.071577,0.7,0.221342,4.52,315.37,4.31
1,376,376,0.845004,0.492942,1.060554,0.0,0.0,0.5,0.161472,0.225232,0.376004,0.459639,0.554878,0.476883,0.069724,0.7,0.221333,4.52,315.35,4.3
1,377,377,0.847521,0.496009,1.062201,0.0,0.0,0.5,0.160726,0.226397,0.360229,0.465468,0.545455,0.477897,0.070394,0.7,0.221317,4.52,315.33,4.3
1,378,378,0.868101,0.518882,1.074356,0.0,0.0,0.5,0.160726,0.225814,0.35307,0.418828,0.513353,0.457639,0.068673,0.7,0.221291,4.52,315.28,4.29
1,379,379,0.862924,0.512783,1.070332,0.0,0.0,0.5,0.160726,0.22465,0.35307,0.438513,0.508876,0.469673,0.07029,0.7,0.221284,4.52,315.27,4.29
1,380,380,0.861127,0.509293,1.069399,0.0,0.0,0.5,0.160726,0.225232,0.357835,0.419567,0.531532,0.470551,0.070154,0.7,0.221283,4.52,315.27,4.28
1,381,381,0.840046,0.482536,1.058111,0.0,0.0,0.5,0.160726,0.224068,0.360229,0.476541,0.522388,0.502242,0.074555,0.7,0.22125,4.52,315.22,4.28
1,382,382,0.894139,0.546953,1.085283,0.0,0.0,0.5,0.160726,0.225232,0.35664,0.361032,0.508876,0.426023,0.06346,0.7,0.221239,4.52,315.19,4.27
1,383,383,0.887743,0.540185,1.07747,0.0,0.0,0.5,0.161472,0.222907,0.371111,0.365034,0.522388,0.429906,0.062448,0.7,0.221262,4.52,315.23,4.27
1,384,384,0.903642,0.561518,1.081098,0.0,0.0,0.5,0.160726,0.226397,0.369285,0.320154,0.522388,0.410136,0.058545,0.7,0.221256,4.52,315.21,4.26
1,385,385,0.878304,0.532486,1.069832,0.0,0.0,0.5,0.160726,0.224068,0.368678,0.392755,0.550152,0.439508,0.062905,0.7,0.221238,4.52,315.18,4.26
1,386,386,0.843326,0.492999,1.05276,0.0,0.0,0.5,0.161472,0.224068,0.371111,0.469935,0.531532,0.483624,0.068962,0.7,0.221207,4.52,315.14,4.25
1,387,387,0.860573,0.512517,1.063633,0.0,0.0,0.5,0.161472,0.225232,0.373553,0.441093,0.48688,0.460768,0.066664,0.7,0.221221,4.52,315.15,4.24
1,388,388,0.854075,0.505465,1.060739,0.0,0.0,0.5,0.161472,0.220592,0.372331,0.441534,0.469741,0.472048,0.068493,0.7,0.22115,4.52,315.05,4.24
1,389,389,0.827519,0.468043,1.045734,0.0,0.0,0.5,0.161472,0.221748,0.360229,0.483899,0.48688,0.52102,0.075652,0.7,0.221124,4.52,315.01,4.23
1,390,390,0.850687,0.499468,1.061294,0.0,0.0,0.5,0.161472,0.215987,0.35307,0.440889,0.48688,0.483477,0.071284,0.7,0.221108,4.52,314.98,4.23
1,391,391,0.861483,0.517298,1.064304,0.0,0.0,0.5,0.161472,0.221748,0.36143,0.421435,0.491228,0.462587,0.067434,0.7,0.221127,4.52,315.0,4.22
1,392,392,0.849261,0.497798,1.059538,0.0,0.0,0.5,0.161099,0.223488,0.359031,0.436885,0.491228,0.486288,0.071526,0.7,0.221149,4.52,315.03,4.22
1,393,393,0.842266,0.487062,1.058608,0.0,0.0,0.5,0.161472,0.222328,0.359031,0.455428,0.478261,0.497153,0.07387,0.7,0.221135,4.52,315.01,4.21
1,394,394,0.870415,0.523312,1.073533,0.0,0.0,0.5,0.161472,0.22465,0.366253,0.39925,0.491228,0.451412,0.067017,0.7,0.221193,4.52,315.09,4.21
1,395,395,0.867105,0.515865,1.07808,0.0,0.0,0.5,0.161472,0.226981,0.371111,0.414246,0.491228,0.455621,0.069322,0.7,0.221184,4.52,315.07,4.2
1,396,396,0.835061,0.468818,1.067127,0.0,0.0,0.5,0.161472,0.223488,0.376618,0.469333,0.513353,0.50923,0.078953,0.7,0.221164,4.52,315.04,4.2
1,397,397,0.988916,0.64397,1.138626,0.0,0.0,0.5,0.161472,0.22465,0.389014,0.101861,0.526946,0.332769,0.052625,0.7,0.221155,4.52,315.02,4.19
1,398,398,0.979704,0.632557,1.13498,0.0,0.0,0.5,0.160726,0.225814,0.389014,0.109268,0.536145,0.341741,0.05422,0.7,0.221168,4.52,315.03,4.19
1,399,399,0.849086,0.484037,1.080057,0.0,0.0,0.5,0.161472,0.22815,0.393406,0.45614,0.522388,0.484902,0.076842,0.7,0.221161,4.52,315.02,4.18
1,400,400,0.850977,0.483747,1.080594,0.0,0.0,0.5,0.161472,0.232258,0.381549,0.451496,0.508876,0.485107,0.076945,0.7,0.221178,4.52,315.04,4.18
1,401,401,0.839174,0.471137,1.071938,0.0,0.0,0.5,0.161472,0.231081,0.382788,0.471338,0.495601,0.504223,0.079012,0.7,0.22118,4.52,315.04,4.17
1,402,402,0.844137,0.481317,1.07178,0.0,0.0,0.5,0.160726,0.231081,0.372942,0.460128,0.522388,0.495278,0.076969,0.7,0.221193,4.52,315.06,4.17
1,403,403,0.841653,0.475443,1.06829,0.0,0.0,0.5,0.160167,0.227565,0.369285,0.47075,0.5,0.505743,0.078337,0.7,0.221186,4.52,315.04,4.16
1,404,404,0.857541,0.502756,1.070751,0.0,0.0,0.5,0.157937,0.226981,0.366859,0.425492,0.5,0.475448,0.071938,0.7,0.221197,4.52,315.06,4.16
1,405,405,0.862518,0.502954,1.072569,0.0,0.0,0.5,0.159981,0.228735,0.380313,0.392558,0.508876,0.473736,0.071886,0.7,0.221256,4.52,315.13,4.15
1,406,406,0.877912,0.524973,1.080038,0.0,0.0,0.5,0.160726,0.227565,0.377847,0.365217,0.504425,0.446357,0.067397,0.7,0.221232,4.52,315.1,4.15
1,407,407,0.866899,0.509048,1.077916,0.0,0.0,0.5,0.160726,0.231081,0.382788,0.374394,0.540785,0.457874,0.069702,0.7,0.221223,4.52,315.08,4.14
1,408,408,0.842534,0.47692,1.068501,0.0,0.0,0.5,0.160726,0.231081,0.40291,0.42333,0.536145,0.4921,0.075394,0.7,0.221236,4.52,315.1,4.14
1,409,409,0.810306,0.418218,1.057117,0.0,0.0,0.5,0.160726,0.229907,0.40291,0.529767,0.531532,0.569535,0.089517,0.7,0.22118,4.52,315.01,4.13
1,410,410,0.81458,0.435887,1.06491,0.0,0.0,0.5,0.161472,0.233437,0.406749,0.532361,0.531532,0.540181,0.085261,0.7,0.221167,4.52,314.99,4.13
1,411,411,0.820322,0.443079,1.069628,0.0,0.0,0.5,0.161472,0.233437,0.404188,0.530427,0.559633,0.528193,0.083723,0.7,0.221169,4.52,314.99,4.12
1,412,412,0.821543,0.442123,1.069905,0.0,0.0,0.5,0.159981,0.233437,0.406108,0.506643,0.564417,0.529885,0.084203,0.7,0.221177,4.52,315.0,4.12
1,413,413,0.851183,0.478161,1.080971,0.0,0.0,0.5,0.160726,0.233437,0.411253,0.433488,0.540785,0.489749,0.077746,0.7,0.22118,4.52,315.0,4.11
1,414,414,0.880395,0.509902,1.094615,0.0,0.0,0.5,0.159981,0.227565,0.411899,0.385388,0.526946,0.456741,0.073362,0.7,0.221179,4.52,314.99,4.11
1,415,415,0.95273,0.595023,1.124081,0.0,0.0,0.5,0.160726,0.229907,0.411899,0.2091,0.508876,0.374738,0.059976,0.7,0.221241,4.52,315.08,4.1
1,416,416,0.898267,0.535844,1.098001,0.0,0.0,0.5,0.160726,0.232258,0.400363,0.336802,0.504425,0.435523,0.068958,0.7,0.221243,4.52,315.08,4.1
1,417,417,0.876843,0.507741,1.085887,0.0,0.0,0.5,0.159981,0.231081,0.411899,0.40404,0.508876,0.468603,0.073588,0.7,0.221221,4.52,315.04,4.09
1,418,418,0.93372,0.58113,1.109581,0.0,0.0,0.5,0.160726,0.231081,0.411899,0.268599,0.482558,0.393496,0.061003,0.7,0.221218,4.52,315.03,4.09
1,419,419,0.921333,0.56835,1.10362,0.0,0.0,0.5,0.160726,0.233437,0.411899,0.317703,0.491228,0.407409,0.063029,0.7,0.221226,4.52,315.04,4.08
1,420,420,0.896593,0.536802,1.094962,0.0,0.0,0.5,0.160726,0.234618,0.401636,0.356546,0.491228,0.43688,0.068259,0.7,0.221207,4.52,315.01,4.08
1,421,421,0.893961,0.532271,1.09305,0.0,0.0,0.5,0.160726,0.232258,0.399093,0.386509,0.478261,0.445076,0.069687,0.7,0.221186,4.52,314.98,4.08
1,422,422,0.894485,0.531009,1.095375,0.0,0.0,0.5,0.160726,0.233437,0.401636,0.391426,0.465517,0.448144,0.070991,0.7,0.221183,4.52,314.97,4.07
1,423,423,0.894438,0.531622,1.09652,0.0,0.0,0.5,0.160726,0.231081,0.39152,0.374656,0.478261,0.449646,0.071564,0.7,0.221191,4.52,314.98,4.07
1,424,424,0.87817,0.510392,1.088194,0.0,0.0,0.5,0.159981,0.229907,0.39152,0.387556,0.478261,0.471669,0.074799,0.7,0.221197,4.52,314.98,4.06
1,425,425,0.867766,0.497069,1.078261,0.0,0.0,0.5,0.159981,0.227565,0.389014,0.391421,0.465517,0.492587,0.077009,0.7,0.221181,4.52,314.95,4.06
1,426,426,0.872447,0.499875,1.081597,0.0,0.0,0.5,0.159981,0.233142,0.379079,0.364758,0.448864,0.489841,0.077263,0.7,0.221166,4.52,314.93,4.05
1,427,427,0.88139,0.51482,1.085894,0.0,0.0,0.5,0.159981,0.229614,0.37539,0.357709,0.432584,0.472173,0.07442,0.7,0.221161,4.52,314.92,4.05
1,428,428,0.87631,0.511064,1.081769,0.0,0.0,0.5,0.159981,0.229614,0.382788,0.373121,0.43662,0.475829,0.074044,0.7,0.221166,4.52,314.92,4.04
1,429,429,0.876312,0.510809,1.079748,0.0,0.0,0.5,0.160726,0.225232,0.376618,0.387268,0.465517,0.476466,0.073656,0.7,0.221158,4.52,314.91,4.04
1,430,430,0.899297,0.547604,1.08628,0.0,0.0,0.5,0.160726,0.226397,0.372942,0.353804,0.469741,0.435684,0.06556,0.7,0.221121,4.52,314.85,4.03
1,431,431,0.936792,0.594516,1.102452,0.0,0.0,0.5,0.160726,0.221748,0.386517,0.26451,0.48688,0.389415,0.057954,0.7,0.221113,4.52,314.84,4.03
1,432,432,0.942834,0.599692,1.106889,0.0,0.0,0.5,0.159981,0.224068,0.382788,0.2617,0.5,0.381552,0.05714,0.7,0.221132,4.52,314.86,4.02
1,433,433,0.872526,0.52087,1.071028,0.0,0.0,0.5,0.160726,0.226397,0.389014,0.391904,0.517857,0.455447,0.066606,0.7,0.221143,4.52,314.87,4.02
1,434,434,0.835554,0.469302,1.054251,0.0,0.0,0.5,0.159981,0.228735,0.387764,0.448615,0.522388,0.516855,0.076508,0.7,0.221141,4.52,314.86,4.01
1,435,435,0.862085,0.510212,1.065336,0.0,0.0,0.5,0.159237,0.230494,0.382788,0.389658,0.504425,0.466836,0.068095,0.7,0.221148,4.52,314.87,4.01
1,436,436,0.85167,0.501228,1.05954,0.0,0.0,0.5,0.158679,0.226981,0.387764,0.44506,0.513353,0.478174,0.069207,0.7,0.221185,4.52,314.92,4.01
1,437,437,0.817959,0.453908,1.042193,0.0,0.0,0.5,0.159981,0.232847,0.382788,0.493321,0.517857,0.531568,0.076653,0.7,0.221176,4.52,314.9,4.0
1,438,438,0.833021,0.474876,1.04998,0.0,0.0,0.5,0.159981,0.229907,0.40291,0.460128,0.540785,0.497009,0.071271,0.7,0.221166,4.52,314.88,4.0
1,439,439,0.89506,0.543061,1.08313,0.0,0.0,0.5,0.159981,0.229907,0.397825,0.32023,0.536145,0.421741,0.061912,0.7,0.221199,4.52,314.93,3.99
1,440,440,0.871017,0.51689,1.071145,0.0,0.0,0.5,0.159981,0.229907,0.395296,0.387396,0.531532,0.45089,0.065999,0.7,0.221195,4.52,314.92,3.99
1,441,441,0.846081,0.486896,1.058196,0.0,0.0,0.5,0.159981,0.228735,0.395296,0.461538,0.517857,0.484924,0.070457,0.7,0.221193,4.52,314.91,3.98
1,442,442,0.844579,0.484778,1.057284,0.0,0.0,0.5,0.159981,0.228735,0.400363,0.454795,0.540785,0.487055,0.070742,0.7,0.221197,4.52,314.92,3.98
1,443,443,0.85287,0.497375,1.065031,0.0,0.0,0.5,0.159981,0.228735,0.39656,0.427093,0.536145,0.473205,0.069631,0.7,0.221193,4.52,314.9,3.97
1,444,444,0.822769,0.455187,1.048677,0.0,0.0,0.5,0.159981,0.229907,0.395296,0.478924,0.536145,0.525671,0.077151,0.7,0.221195,4.52,314.9,3.97
1,445,445,0.849571,0.495083,1.059026,0.0,0.0,0.5,0.159237,0.231081,0.410608,0.434123,0.531532,0.470948,0.067683,0.7,0.221179,4.52,314.88,3.96
1,446,446,0.826908,0.461901,1.05139,0.0,0.0,0.5,0.159981,0.233142,0.410608,0.460419,0.531532,0.510359,0.074818,0.7,0.221189,4.52,314.89,3.96
1,447,447,0.83843,0.477247,1.056757,0.0,0.0,0.5,0.159981,0.233142,0.412546,0.422825,0.526946,0.489904,0.071655,0.7,0.22159,4.51,315.45,3.96
1,448,448,0.821454,0.449188,1.050526,0.0,0.0,0.5,0.160726,0.233142,0.411899,0.461677,0.522388,0.525316,0.077904,0.7,0.221962,4.51,315.98,3.95
1,449,449,0.848188,0.488675,1.062734,0.0,0.0,0.5,0.160726,0.231964,0.406108,0.422825,0.536145,0.471779,0.068979,0.7,0.222295,4.5,316.45,3.95
1,450,450,0.820568,0.457343,1.048261,0.0,0.0,0.5,0.160726,0.233142,0.407391,0.479109,0.545455,0.505975,0.073072,0.7,0.222616,4.49,316.9,3.94
1,451,451,0.82829,0.469303,1.053003,0.0,0.0,0.5,0.161472,0.232258,0.394665,0.456872,0.554878,0.494346,0.071733,0.7,0.222877,4.49,317.27,3.94
1,452,452,0.87487,0.523518,1.072272,0.0,0.0,0.5,0.160726,0.232258,0.394665,0.388727,0.559633,0.434196,0.062562,0.7,0.223115,4.48,317.61,3.94
1,453,453,0.823398,0.460638,1.052467,0.0,0.0,0.5,0.161472,0.232258,0.399093,0.46096,0.578947,0.501936,0.073294,0.7,0.223363,4.48,317.96,3.93
1,454,454,0.834991,0.472139,1.062459,0.0,0.0,0.5,0.160726,0.233437,0.418391,0.455483,0.583851,0.487246,0.072458,0.7,0.223574,4.47,318.25,3.93
1,455,455,0.883845,0.522784,1.085859,0.0,0.0,0.5,0.160726,0.233142,0.408033,0.322827,0.583851,0.433475,0.06568,0.7,0.223409,4.48,318.02,3.93
1,456,456,0.830117,0.461352,1.057076,0.0,0.0,0.5,0.160726,0.234618,0.413193,0.482823,0.574074,0.504618,0.074837,0.7,0.223153,4.48,317.65,3.92
1,457,457,0.821446,0.450627,1.055116,0.0,0.0,0.5,0.160726,0.232258,0.409319,0.508756,0.569231,0.51772,0.077153,0.7,0.222956,4.49,317.36,3.92
1,458,458,0.814558,0.444935,1.050811,0.0,0.0,0.5,0.160726,0.231081,0.410608,0.49862,0.578947,0.523269,0.077337,0.7,0.222734,4.49,317.04,3.91
1,459,459,0.80257,0.426925,1.044648,0.0,0.0,0.5,0.160726,0.231081,0.410608,0.515446,0.564417,0.546483,0.080788,0.7,0.222521,4.49,316.74,3.91
1,460,460,0.804487,0.436289,1.041878,0.0,0.0,0.5,0.159423,0.229907,0.405467,0.519528,0.550152,0.536796,0.077924,0.7,0.222354,4.5,316.49,3.9
1,461,461,0.811413,0.445313,1.044747,0.0,0.0,0.5,0.159423,0.231081,0.404188,0.517776,0.554878,0.523964,0.076046,0.7,0.222223,4.5,316.31,3.9
1,462,462,0.802522,0.429726,1.035348,0.0,0.0,0.5,0.160167,0.229907,0.411899,0.524017,0.531532,0.545757,0.078349,0.7,0.222112,4.5,316.14,3.89
1,463,463,0.813948,0.441916,1.044148,0.0,0.0,0.5,0.160167,0.231081,0.408033,0.506643,0.526946,0.53352,0.077905,0.7,0.222034,4.5,316.03,3.89
1,464,464,0.818675,0.45499,1.042082,0.0,0.0,0.5,0.160167,0.231081,0.413193,0.465778,0.536145,0.510545,0.072501,0.7,0.221959,4.51,315.92,3.88
1,465,465,0.825656,0.460016,1.05011,0.0,0.0,0.5,0.160726,0.234618,0.417088,0.483197,0.540785,0.50032,0.072275,0.7,0.221871,4.51,315.79,3.88
1,466,466,0.802434,0.436693,1.033179,0.0,0.0,0.5,0.161472,0.233437,0.417088,0.507791,0.550152,0.529433,0.074603,0.7,0.221794,4.51,315.68,3.88
1,467,467,0.791757,0.425123,1.028112,0.0,0.0,0.5,0.161472,0.234618,0.411899,0.512173,0.588785,0.54592,0.076726,0.7,0.221728,4.51,315.58,3.87
1,468,468,0.811749,0.455746,1.034321,0.0,0.0,0.5,0.161472,0.232258,0.411899,0.481586,0.574074,0.510539,0.070517,0.7,0.221665,4.51,315.48,3.87
1,469,469,0.820425,0.471337,1.03828,0.0,0.0,0.5,0.160912,0.230494,0.399093,0.471254,0.559633,0.497425,0.068462,0.7,0.221626,4.51,315.43,3.86
1,470,470,0.798545,0.442895,1.022373,0.0,0.0,0.5,0.160167,0.226981,0.39656,0.52699,0.564417,0.536774,0.072899,0.7,0.221565,4.51,315.33,3.86
1,471,471,0.795542,0.440607,1.016692,0.0,0.0,0.5,0.160167,0.225814,0.39152,0.52693,0.540785,0.54421,0.072994,0.7,0.221527,4.51,315.28,3.85
1,472,472,0.850231,0.513359,1.044921,0.0,0.0,0.5,0.159423,0.225232,0.389014,0.456872,0.540785,0.458652,0.061325,0.7,0.221447,4.52,315.16,3.85
1,473,473,0.837907,0.504017,1.034093,0.0,0.0,0.5,0.158679,0.222907,0.384029,0.472038,0.554878,0.472522,0.061814,0.7,0.221418,4.52,315.11,3.85
1,474,474,0.826773,0.486495,1.029682,0.0,0.0,0.5,0.158679,0.225814,0.394035,0.490104,0.540785,0.48955,0.064511,0.7,0.221394,4.52,315.08,3.84
1,475,475,0.84571,0.505913,1.041547,0.0,0.0,0.5,0.158679,0.226397,0.404188,0.458216,0.559633,0.461191,0.061148,0.7,0.221371,4.52,315.04,3.84
1,476,476,0.789113,0.437559,1.011747,0.0,0.0,0.5,0.158679,0.227565,0.408033,0.553846,0.564417,0.541628,0.071339,0.7,0.221346,4.52,315.0,3.83
1,477,477,0.800263,0.448395,1.022888,0.0,0.0,0.5,0.160167,0.227565,0.405467,0.530741,0.559633,0.523655,0.070481,0.7,0.221332,4.52,314.98,3.83
1,478,478,0.792478,0.441013,1.018862,0.0,0.0,0.5,0.160167,0.229907,0.401636,0.550593,0.583851,0.528995,0.070636,0.7,0.221358,4.52,315.01,3.82
1,479,479,0.796325,0.440801,1.02177,0.0,0.0,0.5,0.160726,0.229907,0.409319,0.539945,0.564417,0.528159,0.071105,0.7,0.221324,4.52,314.96,3.82
1,480,480,0.825563,0.478346,1.035745,0.0,0.0,0.5,0.160167,0.229907,0.406749,0.476821,0.583851,0.481697,0.064582,0.7,0.221309,4.52,314.93,3.82
1,481,481,0.797151,0.448353,1.019367,0.0,0.0,0.5,0.160726,0.232258,0.413193,0.537957,0.598746,0.514131,0.067828,0.7,0.221282,4.52,314.89,3.81
1,482,482,0.784763,0.430338,1.011082,0.0,0.0,0.5,0.161472,0.233437,0.411253,0.562092,0.578947,0.538738,0.070827,0.7,0.221276,4.52,314.88,3.81
1,483,483,0.823056,0.479975,1.026369,0.0,0.0,0.5,0.160726,0.232258,0.402273,0.502388,0.569231,0.482159,0.062307,0.7,0.221254,4.52,314.84,3.8
1,484,484,0.792861,0.449375,1.011331,0.0,0.0,0.5,0.160726,0.231081,0.402273,0.530689,0.574074,0.519406,0.066835,0.7,0.221235,4.52,314.81,3.8
1,485,485,0.78599,0.439398,1.005549,0.0,0.0,0.5,0.160726,0.231081,0.395928,0.539683,0.559633,0.530149,0.067773,0.7,0.22121,4.52,314.77,3.79
1,486,486,0.813786,0.476159,1.017948,0.0,0.0,0.5,0.161472,0.232258,0.399728,0.481446,0.545455,0.488112,0.061781,0.7,0.221182,4.52,314.73,3.79
1,487,487,0.776677,0.430113,0.994978,0.0,0.0,0.5,0.161472,0.231081,0.400999,0.554217,0.559633,0.545654,0.068339,0.7,0.221175,4.52,314.72,3.79
1,488,488,0.775554,0.428269,0.992804,0.0,0.0,0.5,0.161472,0.228735,0.398459,0.564055,0.559633,0.549079,0.068541,0.7,0.22117,4.52,314.71,3.78
1,489,489,0.811275,0.476388,1.012799,0.0,0.0,0.5,0.161472,0.229907,0.401636,0.516619,0.554878,0.487338,0.060353,0.7,0.221142,4.52,314.66,3.78
1,490,490,0.777862,0.426734,0.994323,0.0,0.0,0.5,0.161099,0.229907,0.406749,0.561531,0.574074,0.54774,0.068443,0.7,0.221118,4.52,314.63,3.77
1,491,491,0.789056,0.443442,1.000659,0.0,0.0,0.5,0.160726,0.227565,0.411899,0.555858,0.559633,0.526364,0.065505,0.7,0.221089,4.52,314.58,3.77
1,492,492,0.828787,0.489572,1.021342,0.0,0.0,0.5,0.161099,0.229907,0.411899,0.450331,0.578947,0.47272,0.058913,0.7,0.221082,4.52,314.57,3.76
1,493,493,0.80713,0.465206,1.008591,0.0,0.0,0.5,0.161099,0.228735,0.409319,0.497713,0.578947,0.501603,0.062106,0.7,0.221025,4.52,314.48,3.76
1,494,494,0.810364,0.465349,1.013137,0.0,0.0,0.5,0.161099,0.229907,0.40291,0.485068,0.569231,0.503978,0.063506,0.7,0.221032,4.52,314.49,3.76
1,495,495,0.823556,0.484529,1.016106,0.0,0.0,0.5,0.160912,0.226397,0.408033,0.443192,0.578947,0.481843,0.059616,0.7,0.221049,4.52,314.51,3.75
1,496,496,0.876604,0.542517,1.044292,0.0,0.0,0.5,0.161472,0.231081,0.400999,0.312071,0.574074,0.418639,0.051891,0.7,0.221048,4.52,314.5,3.75
1,497,497,0.864973,0.528436,1.03943,0.0,0.0,0.5,0.161472,0.229907,0.403549,0.3343,0.564417,0.432905,0.054035,0.7,0.221058,4.52,314.51,3.74
1,498,498,0.856802,0.516374,1.039979,0.0,0.0,0.5,0.161472,0.228735,0.403549,0.387775,0.559633,0.440746,0.056048,0.7,0.221074,4.52,314.53,3.74
1,499,499,0.801441,0.447579,1.011299,0.0,0.0,0.5,0.161472,0.235506,0.406108,0.507734,0.550152,0.518598,0.066246,0.7,0.221111,4.52,314.58,3.73
1,500,500,0.802517,0.452691,1.012183,0.0,0.0,0.5,0.161472,0.236691,0.411253,0.514027,0.564417,0.508649,0.064495,0.7,0.221124,4.52,314.6,3.73
1,501,501,0.792173,0.439368,1.007279,0.0,0.0,0.5,0.161472,0.235506,0.413841,0.530207,0.545455,0.524493,0.066687,0.7,0.221103,4.52,314.56,3.73
1,502,502,0.793389,0.443016,1.004608,0.0,0.0,0.5,0.161472,0.235506,0.419696,0.53654,0.59375,0.517636,0.06457,0.7,0.221101,4.52,314.56,3.72
1,503,503,0.851084,0.511545,1.032461,0.0,0.0,0.5,0.161472,0.233437,0.421659,0.360116,0.603774,0.439494,0.054181,0.7,0.221109,4.52,314.56,3.72
1,504,504,0.85343,0.51622,1.031541,0.0,0.0,0.5,0.161472,0.229907,0.414489,0.374394,0.578947,0.437908,0.053563,0.7,0.221116,4.52,314.57,3.71
1,505,505,0.81809,0.48079,1.009943,0.0,0.0,0.5,0.160167,0.231081,0.417088,0.453765,0.578947,0.477728,0.057443,0.7,0.221105,4.52,314.55,3.71
1,506,506,0.837496,0.503133,1.021732,0.0,0.0,0.5,0.160167,0.228735,0.417739,0.417709,0.578947,0.453441,0.054907,0.7,0.221119,4.52,314.57,3.71
1,507,507,0.82046,0.484943,1.013016,0.0,0.0,0.5,0.160167,0.229907,0.411899,0.456872,0.578947,0.47323,0.057291,0.7,0.22112,4.52,314.56,3.7
